dba_sequence_candidate,relative_path,filename,prefix,prefix_status,predecessor,predecessor_confidence,up_export,down_export,tables_created,tables_or_objects_referenced,columns_changed,schema_operation_tags,dependency_references,destructive_operation_tags,constraint_tags,applied_status,applied_status_evidence,dba_review_status,file_sha256,size_bytes
167,backend/migrations/20260717120000-widen-renja-text-bab-columns.js,20260717120000-widen-renja-text-bab-columns.js,20260717120000,ok,20260710100000-add-actor-tracking-to-renja-dokumen.js,repository_lexical_order_only,True,True,,,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,3184b59e5b3a3f0c95f1f7c533f088ee5c40fcfa7fd2d81b802699a0e8bc9e5a,600
168,backend/migrations/20260718000000-widen-bku-sigap-spj-id.js,20260718000000-widen-bku-sigap-spj-id.js,20260718000000,ok,20260717120000-widen-renja-text-bab-columns.js,repository_lexical_order_only,True,True,,,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,26f0d8229ea76b29587382434423c36d81e37e35ea1bb29e35bba4006eebac69,394
169,backend/migrations/20260718110000-create-realisasi-indikator-renstra.js,20260718110000-create-realisasi-indikator-renstra.js,20260718110000,ok,20260718000000-widen-bku-sigap-spj-id.js,repository_lexical_order_only,True,True,realisasi_indikator_renstra,realisasi_indikator_renstra,,add_index|create_table|drop_table,indikator_renstra,drop_table,foreign_key_reference|index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,f1de8a304db77148a43b84f133d5116e9fae3774c025eb6cce4d3dd302ce8875,1517
170,backend/migrations/20260719100000-add-urusan-bidang-urusan-to-rka.js,20260719100000-add-urusan-bidang-urusan-to-rka.js,20260719100000,ok,20260718110000-create-realisasi-indikator-renstra.js,repository_lexical_order_only,True,True,,rka,rka.urusan|rka.kode_urusan|rka.bidang_urusan|rka.kode_bidang_urusan,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,ea7f108db89f549db9852552ea971c70b122178edfb0e08b537b3432816eac41,1488
171,backend/migrations/20260720100143-add-is-latest-to-mr-planning-mitigation.js,20260720100143-add-is-latest-to-mr-planning-mitigation.js,20260720100143,ok,20260719100000-add-urusan-bidang-urusan-to-rka.js,repository_lexical_order_only,True,True,,mr_planning_mitigation,mr_planning_mitigation.is_latest,add_column|add_index|remove_column|remove_index,,remove_column|remove_index,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,e060570c786d0be07574f507a98c588384ddd01475fe3b76677b49448fef5c0b,623
172,backend/migrations/20260720100240-add-is-active-is-latest-to-mr-planning-monitoring.js,20260720100240-add-is-active-is-latest-to-mr-planning-monitoring.js,20260720100240,ok,20260720100143-add-is-latest-to-mr-planning-mitigation.js,repository_lexical_order_only,True,True,,mr_planning_monitoring,mr_planning_monitoring.is_active|mr_planning_monitoring.is_latest,add_column|add_index|remove_column|remove_index,,remove_column|remove_index,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,8fcab9bc1ab0c443828ead13d6de654c3e3d8b244536a49f0a549afab7dc6070,1127
173,backend/migrations/20260720120000-create-pejabat-penandatangan.js,20260720120000-create-pejabat-penandatangan.js,20260720120000,ok,20260720100240-add-is-active-is-latest-to-mr-planning-monitoring.js,repository_lexical_order_only,True,True,pejabat_penandatangan,pejabat_penandatangan,,add_index|create_table|drop_table,,drop_table,index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,8d0a7b559f8d9bb2ec8be0a72db04717235a7830adbeac6e97c92ca3bf29d7b9,1556
174,backend/migrations/20260720120000-widen-rka-kode-unik-sub-kegiatan.js,20260720120000-widen-rka-kode-unik-sub-kegiatan.js,20260720120000,ok,20260720120000-create-pejabat-penandatangan.js,ambiguous_duplicate_prefix,True,True,,rka,rka.kode_unik_sub_kegiatan,change_column,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,d52f20559d67ab9f1fccdddf208cf14df92db5d75f62e499eca919754ae5e088,996
175,backend/migrations/20260721090000-alter-mr-reference-groups-domain-enum-add-audit.js,20260721090000-alter-mr-reference-groups-domain-enum-add-audit.js,20260721090000,ok,20260720120000-widen-rka-kode-unik-sub-kegiatan.js,repository_lexical_order_only,True,True,,,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,f60becfcfacf59bfeefbdbeaef7c09a4a6eb7031a33173667a2696a23ded8350,2223
176,backend/migrations/20260721090100-alter-mr-stage-enum-add-temuan-bpkp.js,20260721090100-alter-mr-stage-enum-add-temuan-bpkp.js,20260721090100,ok,20260721090000-alter-mr-reference-groups-domain-enum-add-audit.js,repository_lexical_order_only,True,True,,,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,6af2739fb98e75307732893980032170c716e88a9fd300bee1729a2804e339a1,2792
177,backend/migrations/20260721090200-create-mr-planning-lhp.js,20260721090200-create-mr-planning-lhp.js,20260721090200,ok,20260721090100-alter-mr-stage-enum-add-temuan-bpkp.js,repository_lexical_order_only,True,True,mr_planning_lhp,mr_planning_lhp,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,98079b20e834a29e03f70d1d998dd7d51cd9cfae9dc63650476c84403b914e95,5559
178,backend/migrations/20260721090300-create-mr-planning-temuan.js,20260721090300-create-mr-planning-temuan.js,20260721090300,ok,20260721090200-create-mr-planning-lhp.js,repository_lexical_order_only,True,True,mr_planning_temuan,mr_planning_temuan,,add_index|create_table|drop_table,mr_planning_lhp,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,937171e2c7683d3887338f67985fe0a509ecd1af4dfae8786588fe84c3c2b310,5291
179,backend/migrations/20260721090400-create-mr-planning-temuan-history.js,20260721090400-create-mr-planning-temuan-history.js,20260721090400,ok,20260721090300-create-mr-planning-temuan.js,repository_lexical_order_only,True,True,mr_planning_temuan_history,mr_planning_temuan_history,,add_index|create_table|drop_table,mr_planning_temuan,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,1855179f876d0c475e65cf7381bd780642b5d632611a9c20e57e2dac3f08327f,2908
180,backend/migrations/20260721090500-create-mr-planning-temuan-rekomendasi.js,20260721090500-create-mr-planning-temuan-rekomendasi.js,20260721090500,ok,20260721090400-create-mr-planning-temuan-history.js,repository_lexical_order_only,True,True,mr_planning_temuan_rekomendasi,mr_planning_temuan_rekomendasi,,add_index|create_table|drop_table,mr_planning_temuan,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,f5ec30c42ab5d39e92dd2f0dc8da29410e6ad4ea95da7b0f5ccbc03f61c4e501,4138
181,backend/migrations/20260721090600-create-mr-planning-tindak-lanjut.js,20260721090600-create-mr-planning-tindak-lanjut.js,20260721090600,ok,20260721090500-create-mr-planning-temuan-rekomendasi.js,repository_lexical_order_only,True,True,mr_planning_tindak_lanjut,mr_planning_tindak_lanjut,,add_index|create_table|drop_table,mr_planning_temuan_rekomendasi,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,bc6b17ef77138c48e9a64f36b4bce3a7eee6377beef870ff32e678846b99a1d6,5474
182,backend/migrations/20260721090700-create-mr-planning-tindak-lanjut-history.js,20260721090700-create-mr-planning-tindak-lanjut-history.js,20260721090700,ok,20260721090600-create-mr-planning-tindak-lanjut.js,repository_lexical_order_only,True,True,mr_planning_tindak_lanjut_history,mr_planning_tindak_lanjut_history,,add_index|create_table|drop_table,mr_planning_tindak_lanjut,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,7ae995b4db0e10940744187a8ee1d41d9339de51d4911752546a803d6acd7ba5,2957
183,backend/migrations/20260721090800-create-mr-planning-tindak-lanjut-documents.js,20260721090800-create-mr-planning-tindak-lanjut-documents.js,20260721090800,ok,20260721090700-create-mr-planning-tindak-lanjut-history.js,repository_lexical_order_only,True,True,mr_planning_tindak_lanjut_documents,mr_planning_tindak_lanjut_documents,,add_index|create_table|drop_table,mr_planning_tindak_lanjut,drop_table,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,e35ed07a674dc0029cd0f58b6e14d6d0c23cf85d7f1816f0844481feb7090d05,4737
184,backend/migrations/20260721090900-alter-mr-planning-report-export-report-type-enum-add-tlhp.js,20260721090900-alter-mr-planning-report-export-report-type-enum-add-tlhp.js,20260721090900,ok,20260721090800-create-mr-planning-tindak-lanjut-documents.js,repository_lexical_order_only,True,True,,,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,17a85dc9297b8ec8776e904a17b2b04bb5d8ae8312531ddb2b4d81b660bc737a,1984
185,backend/migrations/20260721140000-add-realisasi-anggaran-renstra.js,20260721140000-add-realisasi-anggaran-renstra.js,20260721140000,ok,20260721090900-alter-mr-planning-report-export-report-type-enum-add-tlhp.js,repository_lexical_order_only,True,True,,renstra_tabel_subkegiatan|renstra_pagu_cache,renstra_tabel_subkegiatan.realisasi_akhir_renstra|renstra_tabel_subkegiatan.realisasi_synced_at|renstra_pagu_cache.realisasi_akhir_renstra,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,841c926fb7eb62903a6eddc222e6f6928a7495c23dfa7ad1fec15956e35c9c01,2421
186,backend/migrations/20260721150000-add-realisasi-anggaran-lakip.js,20260721150000-add-realisasi-anggaran-lakip.js,20260721150000,ok,20260721140000-add-realisasi-anggaran-renstra.js,repository_lexical_order_only,True,True,,lakip,lakip.pagu_anggaran|lakip.realisasi_anggaran|lakip.realisasi_anggaran_synced_at,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,71ca72ae129fbc66beaab9770345c85e7e5bc61e244d8ea060d36f7bb5f9dc77,1142
187,backend/migrations/20260722100000-add-bku-link-to-bku-up.js,20260722100000-add-bku-link-to-bku-up.js,20260722100000,ok,20260721150000-add-realisasi-anggaran-lakip.js,repository_lexical_order_only,True,True,,bku_up,bku_up.nomor_bukti|bku_up.nomor_sp2d|bku_up.bku_id|bku_up.setoran_bku_id,add_column|add_index|remove_column|remove_index,bku,remove_column|remove_index,foreign_key_reference|index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,32cedffe21e0df73c100ccf119c416ae7831f5925a24a9da2c50618bdf4303dc,1752
188,backend/migrations/20260722110000-create-bku-tutup-buku.js,20260722110000-create-bku-tutup-buku.js,20260722110000,ok,20260722100000-add-bku-link-to-bku-up.js,repository_lexical_order_only,True,True,bku_tutup_buku,bku_tutup_buku,,add_index|create_table|drop_table,,drop_table,index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,36b3122e0fdbd499c4ac9d64dc804c2d341cbe1f1005af9ce423aad4d85879a1,1786
189,backend/migrations/20260722120000-add-unique-sigap-spj-id-to-bku.js,20260722120000-add-unique-sigap-spj-id-to-bku.js,20260722120000,ok,20260722110000-create-bku-tutup-buku.js,repository_lexical_order_only,True,True,,bku,,add_index|remove_index,,remove_index,index|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,4be285607dd4f09463f8839e75eba61cc494bba758650379abc8f95613ae377c,820
190,backend/migrations/20260722130000-add-jenis-kas-to-bku.js,20260722130000-add-jenis-kas-to-bku.js,20260722130000,ok,20260722120000-add-unique-sigap-spj-id-to-bku.js,repository_lexical_order_only,True,True,,bku,bku.jenis_kas,add_column|raw_sql|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,5e6f027e7c3a73e1f9b2c963170a9b96c4012f2086bc5cc7be6d5333fb186301,1519
191,backend/migrations/20260723100000-add-pembiayaan-komponen-lpe.js,20260723100000-add-pembiayaan-komponen-lpe.js,20260723100000,ok,20260722130000-add-jenis-kas-to-bku.js,repository_lexical_order_only,True,True,,,,raw_sql,,raw_destructive_sql,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,461671892ee9896ba029f5f68862920b349de21c1cefff99aabefb61bc3e9578,1191
192,backend/migrations/20260725100000-add-dampak-area-ref-id-to-mr-planning-risk-analysis.js,20260725100000-add-dampak-area-ref-id-to-mr-planning-risk-analysis.js,20260725100000,ok,20260723100000-add-pembiayaan-komponen-lpe.js,repository_lexical_order_only,True,True,,mr_planning_risk_analysis,mr_planning_risk_analysis.dampak_area_ref_id,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,d6cf79785ca7c2bbed15cae8dcaa6f4e5ddee24d1eba5892405bd87d4cf5053b,1003
193,backend/migrations/20260725100200-deactivate-legacy-impact-area-items.js,20260725100200-deactivate-legacy-impact-area-items.js,20260725100200,ok,20260725100000-add-dampak-area-ref-id-to-mr-planning-risk-analysis.js,repository_lexical_order_only,True,True,,mr_reference_groups,,raw_sql,,,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,ff247eb85a57f2bf944dcaf606e0b6d46245e37e90b35965e5b8a1bc95ba2f4e,2668
194,backend/migrations/20260725100300-add-dampak-area-label-to-mr-planning-risk-analysis.js,20260725100300-add-dampak-area-label-to-mr-planning-risk-analysis.js,20260725100300,ok,20260725100200-deactivate-legacy-impact-area-items.js,repository_lexical_order_only,True,True,,mr_planning_risk_analysis,mr_planning_risk_analysis.dampak_area,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,8ad7eae0a4c01d8682651a443339f5044093a5b219ed13439c6ae29335603371,588
195,backend/migrations/20260726090000-add-matriks-bpk-fields-to-mr-planning-tindak-lanjut.js,20260726090000-add-matriks-bpk-fields-to-mr-planning-tindak-lanjut.js,20260726090000,ok,20260725100300-add-dampak-area-label-to-mr-planning-risk-analysis.js,repository_lexical_order_only,True,True,,mr_planning_tindak_lanjut,mr_planning_tindak_lanjut.status_matriks|mr_planning_tindak_lanjut.status_spj|mr_planning_tindak_lanjut.daftar_dokumen_pendukung|mr_planning_tindak_lanjut.keterangan,add_column|raw_sql|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,d12429bf6338b59a65bd7268188d338fff1bb7a1950281c68e9fed54b0dbee88,2226
196,backend/migrations/20260726090100-add-surat-pengantar-fields-to-mr-planning-lhp.js,20260726090100-add-surat-pengantar-fields-to-mr-planning-lhp.js,20260726090100,ok,20260726090000-add-matriks-bpk-fields-to-mr-planning-tindak-lanjut.js,repository_lexical_order_only,True,True,,mr_planning_lhp,mr_planning_lhp.nomor_surat_pengantar|mr_planning_lhp.tanggal_surat_pengantar|mr_planning_lhp.perihal_surat_pengantar,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,4c13e9f08906d332f08d8fb0fcd5ed9e1ee74a562e67e4c0dc0bdbaed943d363,1127
197,backend/migrations/20260726100001-add-is-iku-pk-to-indikator-renstra.js,20260726100001-add-is-iku-pk-to-indikator-renstra.js,20260726100001,ok,20260726090100-add-surat-pengantar-fields-to-mr-planning-lhp.js,repository_lexical_order_only,True,True,,indikator_renstra,indikator_renstra.is_iku_pk,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,9eeecd509459aca7d79a2b45a30c5d75c1636770aad24e6461aa7f881c07b854,363
198,backend/migrations/20260726100002-create-ikm-penilaian.js,20260726100002-create-ikm-penilaian.js,20260726100002,ok,20260726100001-add-is-iku-pk-to-indikator-renstra.js,repository_lexical_order_only,True,True,ikm_penilaian,ikm_penilaian,,create_table|drop_table,,drop_table,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0df479bc1b484955c3db56466d287e60d643ccf4c9b69127ef3276f1e3de3c35,967
199,backend/migrations/20260726100003-create-lakip-pk.js,20260726100003-create-lakip-pk.js,20260726100003,ok,20260726100002-create-ikm-penilaian.js,repository_lexical_order_only,True,True,lakip_pk,lakip_pk,,add_constraint|create_table|drop_table,,drop_table,foreign_key_or_constraint|unique,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,3a4d1ecb7e34c63854d99e46f5e99b2ab589daa7b9f13429f67eb48144d295b3,1526
200,backend/migrations/20260726100004-create-lakip-pk-output-sasaran.js,20260726100004-create-lakip-pk-output-sasaran.js,20260726100004,ok,20260726100003-create-lakip-pk.js,repository_lexical_order_only,True,True,lakip_pk_output_sasaran,lakip_pk_output_sasaran,,create_table|drop_table,,drop_table,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,49db4804d6e861ce45464879e05b9457ff89d6ffaf55f372a2ae12238a85e8af,913
201,backend/migrations/20260726100005-create-lakip-pk-program-anggaran.js,20260726100005-create-lakip-pk-program-anggaran.js,20260726100005,ok,20260726100004-create-lakip-pk-output-sasaran.js,repository_lexical_order_only,True,True,lakip_pk_program_anggaran,lakip_pk_program_anggaran,,create_table|drop_table,,drop_table,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,5d5f76b93171cca6e58929f70231dfb597326c325ecaf655c524cefd21fde639,864
202,backend/migrations/20260726110001-add-target-tata-kelola-to-lakip-pk.js,20260726110001-add-target-tata-kelola-to-lakip-pk.js,20260726110001,ok,20260726100005-create-lakip-pk-program-anggaran.js,repository_lexical_order_only,True,True,,lakip_pk,lakip_pk.target_serapan_anggaran|lakip_pk.target_tl_bpk|lakip_pk.target_ikm,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,05787c166d7d7628b91b8efa1992790cd68106de320b3f19cacb91f2baafae68,740
203,backend/migrations/20260727090000-add-sub-fields-and-kategori-lainnya-to-mr-planning-temuan.js,20260727090000-add-sub-fields-and-kategori-lainnya-to-mr-planning-temuan.js,20260727090000,ok,20260726110001-add-target-tata-kelola-to-lakip-pk.js,repository_lexical_order_only,True,True,,mr_planning_temuan|mr_reference_groups|mr_reference_items,mr_planning_temuan.sub_kondisi|mr_planning_temuan.sub_kriteria|mr_planning_temuan.sub_sebab|mr_planning_temuan.sub_akibat|mr_planning_temuan.kategori_temuan_lainnya,add_column|raw_sql|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,a2fda0e8cd31117b7f46837d24935a519f024f771145f7fa23e3fba468d428af,3796
204,backend/migrations/20260727100000-add-sumber-data-tabel-referensi-to-indikator-renstra.js,20260727100000-add-sumber-data-tabel-referensi-to-indikator-renstra.js,20260727100000,ok,20260727090000-add-sub-fields-and-kategori-lainnya-to-mr-planning-temuan.js,repository_lexical_order_only,True,True,,indikator_renstra,indikator_renstra.sumber_data_mode|indikator_renstra.sumber_data_tabel|indikator_renstra.referensi|indikator_renstra.sumber_data,add_column|change_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,113db2ae5eca547f4b0fca6ac6482fe679ab0a20b36320a6152747b26d533998,1097
205,backend/migrations/20260728100000-create-renstra-review-konsistensi.js,20260728100000-create-renstra-review-konsistensi.js,20260728100000,ok,20260727100000-add-sumber-data-tabel-referensi-to-indikator-renstra.js,repository_lexical_order_only,True,True,renstra_review_konsistensi,renstra_review_konsistensi,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,2645db9c90cc5d5f7b48445d9647e0749d790dc73381ccc054b4323f09187c8a,3191
206,backend/migrations/20260728110000-add-kode-adjust-to-renstra-review-konsistensi.js,20260728110000-add-kode-adjust-to-renstra-review-konsistensi.js,20260728110000,ok,20260728100000-create-renstra-review-konsistensi.js,repository_lexical_order_only,True,True,,renstra_review_konsistensi,renstra_review_konsistensi.sesuaikan_kode|renstra_review_konsistensi.kode_sebelum,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,5e57291680e08f25bc1bd872dcf7e32eb7a0e94764b9a60c9868d5372b704feb,623
207,backend/migrations/20260728120000-add-catatan-manual-to-renstra-review-konsistensi.js,20260728120000-add-catatan-manual-to-renstra-review-konsistensi.js,20260728120000,ok,20260728110000-add-kode-adjust-to-renstra-review-konsistensi.js,repository_lexical_order_only,True,True,,renstra_review_konsistensi,renstra_review_konsistensi.catatan_manual,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,8c58390746ef34450ea2004874bedf69aa2c32a8abbcb81fa0e81a67a73814b7,391
208,backend/migrations/20260728140000-create-sdi-daftar-data.js,20260728140000-create-sdi-daftar-data.js,20260728140000,ok,20260728120000-add-catatan-manual-to-renstra-review-konsistensi.js,repository_lexical_order_only,True,True,sdi_daftar_data,sdi_daftar_data,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,1197396692b9e197cd20ee9d5ffcdb71da549402c0ccd100f177b7b4406a320c,4939
209,backend/migrations/20260728140001-add-regulasi-acuan-to-renja-dokumen.js,20260728140001-add-regulasi-acuan-to-renja-dokumen.js,20260728140001,ok,20260728140000-create-sdi-daftar-data.js,repository_lexical_order_only,True,True,,renja_dokumen,renja_dokumen.regulasi_acuan,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0bc24958f3e3848fc2f1a0cb8693ad7ee1d316b4d5aaae9538dc7fd0eb3a2a56,980
210,backend/migrations/20260728140002-create-renja-pokir-dprd.js,20260728140002-create-renja-pokir-dprd.js,20260728140002,ok,20260728140001-add-regulasi-acuan-to-renja-dokumen.js,repository_lexical_order_only,True,True,renja_pokir_dprd,renja_pokir_dprd,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,101917d152b50c24711f89b2cccdf2b6ce7b93356c1678fae24872cc7413d323,1716
211,backend/migrations/20260728140003-create-renja-inovasi-bidang-urusan.js,20260728140003-create-renja-inovasi-bidang-urusan.js,20260728140003,ok,20260728140002-create-renja-pokir-dprd.js,repository_lexical_order_only,True,True,renja_inovasi_bidang_urusan,renja_inovasi_bidang_urusan,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,8ebe6d7d136645a026e49261b68e08834de13b4ce858cff09f74ba370c9cce5e,1645
212,backend/migrations/20260728140004-create-renja-pro-sn-master.js,20260728140004-create-renja-pro-sn-master.js,20260728140004,ok,20260728140003-create-renja-inovasi-bidang-urusan.js,repository_lexical_order_only,True,True,renja_pro_sn_master,renja_pro_sn_master,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,a7c1cd4d8fe708b19d44ca44ae3c7f3d69ee3ae815ca53560c94ea6a0176ee9f,1119
213,backend/migrations/20260728140005-create-renja-dukungan-prosn-tematik.js,20260728140005-create-renja-dukungan-prosn-tematik.js,20260728140005,ok,20260728140004-create-renja-pro-sn-master.js,repository_lexical_order_only,True,True,renja_dukungan_prosn_tematik,renja_dukungan_prosn_tematik,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,0e05576a633d262600e4e227408dc45e260e6853ce6d6b5f564ea8ea0fda5883,2817
214,backend/migrations/20260728140006-create-renja-outcome-asta-cita.js,20260728140006-create-renja-outcome-asta-cita.js,20260728140006,ok,20260728140005-create-renja-dukungan-prosn-tematik.js,repository_lexical_order_only,True,True,renja_outcome_asta_cita,renja_outcome_asta_cita,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,8b88f694fc865b62fd48982a7aa1f7967532c2d83b5a170acc3b4d1f3e0fd5d9,1576
215,backend/migrations/20260728140007-add-nilai-usulan-anggaran-to-renja-pokir-dprd.js,20260728140007-add-nilai-usulan-anggaran-to-renja-pokir-dprd.js,20260728140007,ok,20260728140006-create-renja-outcome-asta-cita.js,repository_lexical_order_only,True,True,,renja_pokir_dprd,renja_pokir_dprd.nilai_usulan_anggaran,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,23a7c572a968b34368dc90a6f6f19775c3fb0aa8cc3ef548b8e7a9cc3e0a812e,364
216,backend/migrations/20260730100000-add-id-ddp-status-to-sdi-daftar-data.js,20260730100000-add-id-ddp-status-to-sdi-daftar-data.js,20260730100000,ok,20260728140007-add-nilai-usulan-anggaran-to-renja-pokir-dprd.js,repository_lexical_order_only,True,True,,sdi_daftar_data,sdi_daftar_data.id_ddp_status,add_column|remove_column,,remove_column,,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,1aff35bd5068506910236609a1ce63495e7fe07272768222dc4a6e0c791f9dbf,820
217,backend/migrations/20260730150001-adapt-renja-tabel-c-sebagai-referensi-nasional.js,20260730150001-adapt-renja-tabel-c-sebagai-referensi-nasional.js,20260730150001,ok,20260730100000-add-id-ddp-status-to-sdi-daftar-data.js,repository_lexical_order_only,True,True,,renja_dukungan_prosn_tematik|renja_outcome_asta_cita,renja_dukungan_prosn_tematik.sumber|renja_dukungan_prosn_tematik.pro_sn|renja_dukungan_prosn_tematik.kode_bidang_urusan|renja_outcome_asta_cita.sumber|renja_outcome_asta_cita.no_baris_c6|renja_outcome_asta_cita.kode_bidang_urusan|renja_dukungan_prosn_tematik.tahun|renja_dukungan_prosn_tematik.perangkat_daerah_id|renja_dukungan_prosn_tematik.sub_kegiatan|renja_outcome_asta_cita.tahun|renja_outcome_asta_cita.perangkat_daerah_id|renja_outcome_asta_cita.subkegiatan,add_column|add_index|change_column|delete_or_destroy|remove_column|remove_index,,delete_or_destroy|remove_column|remove_index,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,78677aa42550fb0b09253dc668e49e89ae7c8ebd74fdd054a7317bd930832f73,6692
218,backend/migrations/20260730150002-create-renja-landasan-hukum.js,20260730150002-create-renja-landasan-hukum.js,20260730150002,ok,20260730150001-adapt-renja-tabel-c-sebagai-referensi-nasional.js,repository_lexical_order_only,True,True,renja_landasan_hukum,renja_landasan_hukum,,add_index|create_table|drop_table,,drop_table,index,Not Verifiable,No sanitized per-environment SequelizeMeta/equivalent export available.,Pending DBA review,9b833c4182ceae25114dccbd8badfd9f3520b51e2bdb85587fb874c581d3a463,2564
