relative_path,filename,extension,size_bytes,modified_at,sha256,classification,content_status,evidence_status
dokumenEPelara/surat permintaan Lap MR 2026.pdf,surat permintaan Lap MR 2026.pdf,.pdf,852675,2026-05-08T07:53:39+00:00,18afcf91fa08321f974aa7703711d5f149b45fb238c7a544f9f605bd7c17751d,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/tabel renja2027.xlsx,tabel renja2027.xlsx,.xlsx,56614,2026-04-25T17:51:54+00:00,b198a7a0e185ea4a5ceebc2c34d16769e7dd5ee5e7ed92d4c74ee2b2482c12b8,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/template_indikator_rpjmd_2025_2029_v2_SIAP_IMPORT_FINAL_FIX.xlsx,template_indikator_rpjmd_2025_2029_v2_SIAP_IMPORT_FINAL_FIX.xlsx,.xlsx,75593,2026-05-02T19:27:53+00:00,96c7972780b0ce6679580de63b5bc5e56acc78b39cbfdbdbf49e3f35cd7da5bb,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/template_referensi_perencanaan_rpjmd_final.xlsx,template_referensi_perencanaan_rpjmd_final.xlsx,.xlsx,10819,2026-04-21T01:22:03+00:00,5982455bbbf18c6d6b4f4de25bcae74390df0c369f813de85ea55f3442d2874e,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/tmp/pdfs/build_prosn_internal_report.py,build_prosn_internal_report.py,.py,19762,2026-08-05T09:16:28+00:00,e224478c098cb07b752a8fe30303a4981c31131e1e5e5a9aa2061b48b5a7fa47,Generated/backup/temporary candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/tmp/pdfs/prosn-render/page-1.png,page-1.png,.png,56405,2026-08-05T09:16:43+00:00,25ae05e761c18346cd7e29c2d0cf40200734b22f4ef076fee1cf9d601e1a776a,Generated/backup/temporary candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/tmp/pdfs/prosn-render/page-2.png,page-2.png,.png,160404,2026-08-05T09:16:43+00:00,04476d659ed565ed98fb5e9559a4e8d4b5d35e7fd9efc36d4c83cfce34067ba0,Generated/backup/temporary candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/tmp/pdfs/prosn-render/page-3.png,page-3.png,.png,176750,2026-08-05T09:16:43+00:00,5f1efc07172c293cd5f6de816c760ba1ff31cf1a13e4707fb5f697f9e7b0de9b,Generated/backup/temporary candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/tmp/pdfs/prosn-render/page-4.png,page-4.png,.png,188066,2026-08-05T09:16:43+00:00,bc850cb4eacf25e0373ee78508963823147ba3cba6ce591409b2bbf1bbb77509,Generated/backup/temporary candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/tmp/pdfs/prosn-render/page-5.png,page-5.png,.png,126562,2026-08-05T09:16:43+00:00,f91d55431bb5cb0744724b59a30dd74ddb235576c9178b18a90e7bd145efbf6e,Generated/backup/temporary candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/~$nkhir RPJMD Prov. Malut Tahun 2025-2029 - 28072025.docx,~$nkhir RPJMD Prov. Malut Tahun 2025-2029 - 28072025.docx,.docx,162,2026-04-15T09:19:38+00:00,4eecbefff7bd55f625102141998821eab7418c400aa021d62108acd4c09ce36d,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
